stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* === PERFIL: reforzar visual de posición dentro de filas (sin tocar encabezado) */ #tab-glicko-rankings .ranking-row.podium-1 .ranking-position","background: var(--podium-gold-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","#tab-glicko-rankings .ranking-row.podium-2 .ranking-position","background: var(--podium-silver-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","#tab-glicko-rankings .ranking-row.podium-3 .ranking-position","background: var(--podium-bronze-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","@supports (-webkit-background-clip: text) and (not (background-clip: text))",".section-title.section-pro { -webkit-background-clip: text; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css?ver=0.7.3",".futbolin-main-header.header-elite","background: var(--color-cat-elite);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css?ver=0.7.3",".futbolin-main-header.header-master","background: var(--color-cat-master);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css?ver=0.7.3",".futbolin-main-header.header-amateur, .futbolin-main-header.header-amater","background: var(--color-cat-amateur);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css?ver=0.7.3",".futbolin-main-header.header-rookie","background: var(--color-cat-rookie);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css?ver=0.7.3","@keyframes rotate","100% { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3","/* 9. HEAD TO HEAD (H2H) ------------------------------------------------------------------- */ .h2h-player-search .player-selected-name","color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".player-avatar","width: 100px; height: 100px; background-color: var(--futbolin-bg-main); border-radius: 50%; border"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".player-avatar.player-1","border-color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".player-avatar.player-2","border-color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".score-ring","width: 180px; height: 180px; border: 5px solid var(--futbolin-border-color); border-radius: 50%; di"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".score-number.player-1-color","color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".score-number.player-2-color","color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".stat-row","display: grid; grid-template-columns: 1fr auto 1fr; gap: 20px; padding: 15px 0; align-items: c"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".stat-row:last-child","border-bottom: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".stat-row.highlighted","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".h2h-breakdown-table","width: 100%; border-collapse: collapse; margin-top: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".h2h-breakdown-table th","border-bottom: 2px solid var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".h2h-breakdown-table td","border-bottom: 1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".h2h-breakdown-table tr.winner-p1","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css?ver=0.7.3",".h2h-breakdown-table tr.winner-p2","background-color: rgba(245, 158, 11, 0.1);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css?ver=0.7.3","/* 18. CONTROLES DEL RANKING (TAMAÑO DE PÁGINA) ------------------------------------------------------------------- */ .ranking-controls","display: flex; justify-content: space-between; align-items: center; margin-bottom: 20px; flex-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css?ver=0.7.3",".ranking-controls h2","margin-bottom: 0; /* Quitamos el margen inferior del h2 */ border-bottom: none; padding-bottom: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css?ver=0.7.3",".page-size-form button:hover","background-color: var(--futbolin-bg-highlight); color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3","/* ===== Campeonatos (lista + detalle) ===== */ .futbolin-tournaments-wrapper .tournaments-list","display:flex; flex-direction:column; gap:8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-item","display:flex; justify-content:space-between; align-items:center; padding:10px 12px; border:1px solid #e9eef3; bor"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-item:hover","background:#f7fbff; border-color:#cfe4f1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-name","font-weight:600;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-date","opacity:.75; font-size:.95rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-pagination","display:flex; gap:10px; align-items:center; margin-top:10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-pagination a","text-decoration:none; padding:6px 10px; border:1px solid #e5e7eb; border-radius:6px; background:#fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .t-pagination .cur","opacity:.8;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .comp-chip:hover","background:#f3f4f6; border-color:#d1d5db;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .tournament-controls .futbolin-live-search:focus","border-color:#0073aa; box-shadow:0 0 0 2px rgba(0,115,170,.2);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3",".futbolin-tournaments-wrapper .torneo-comp .ranking-table-content .ranking-row:hover","transform: translateY(-1px); background:#f9fafb; box-shadow: 0 4px 6px -1px rgba(0,0,0,.07), 0 2px 4px -2px rg"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3","/* Responsive */ @media (max-width: 640px)",".futbolin-tournaments-wrapper .torneo-comp .ranking-header{ grid-template-columns: minmax(200px, 2fr) 68px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/25-futbolin-tournaments.css?ver=0.7.3","/* Responsive */ @media (max-width: 600px)",".futbolin-tournaments-wrapper .tournaments-controls-row{ flex-wrap:wrap; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3","/* Colores específicos para cada categoría */ .category-pill.category-elitegm","background-color: #ffd700; color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".category-pill.category-amateur, .category-pill.category-amater","background-color: #6b7280;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".category-pill.category-rookie","background-color: #dc2626;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3","/* --- NUEVOS ESTILOS PARA LA PANTALLA DE RANKING GENERAL --- */ /* Contenedor principal de los rankings de jugadores */ .players-most-active-ranking, .players-win-rate-ranking","margin-top: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-controls","display: flex; align-items: center; justify-content: flex-end; gap: 10px; margin-bottom: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-controls .page-size-form","display: flex; gap: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-controls .page-size-form button","background-color: #fff; border: 1px solid #ccc; padding: 5px 10px; cursor: pointer; border-rad"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-controls .page-size-form button:hover, .ranking-controls .page-size-form button.active","background-color: #0073aa; color: #fff; border-color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-header a","color: #fff; text-decoration: none; display: flex; align-items: center; gap: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3","/* Si el doble viene de un <select>, elimínale la flecha nativa */ select","appearance: none; -webkit-appearance: none; -moz-appearance: none; background-image: none !important; /* po"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-header .sort-arrow.up","border-bottom: 5px solid #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".ranking-header .sort-arrow.down","border-top: 5px solid #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-most-active-ranking .ranking-row, .players-win-rate-ranking .ranking-row","display: grid; grid-template-columns: 50px 2fr 1fr 1fr 1fr; gap: 15px; align-items: center; pa"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-win-rate-ranking .ranking-header","grid-template-columns: 50px 2fr 1fr 1fr; /* 4 columnas para Pos, Jugador, %Partidas, %Competiciones */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-win-rate-ranking .ranking-row","grid-template-columns: 50px 2fr 1fr 1fr;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3","/* Estilos para el número de posición en los rankings */ .players-most-active-ranking .ranking-position, .players-win-rate-ranking .ranking-position","font-weight: 600; font-size: 1.2em; color: #333;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3","/* Estilos específicos para las primeras 3 posiciones */ .players-most-active-ranking .ranking-position.pos-1, .players-win-rate-ranking .ranking-position.pos-1","color: #ffd700; /* Oro */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-most-active-ranking .ranking-position.pos-2, .players-win-rate-ranking .ranking-position.pos-2","color: #c0c0c0; /* Plata */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-most-active-ranking .ranking-position.pos-3, .players-win-rate-ranking .ranking-position.pos-3","color: #cd7f32; /* Bronce */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-most-active-ranking .player-name a, .players-win-rate-ranking .player-name a","font-weight: 600; color: #0073aa; text-decoration: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".players-most-active-ranking .player-stat, .players-win-rate-ranking .player-stat","text-align: center; font-size: 1em; color: #555;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css?ver=0.7.3",".futbolin-paginacion a:hover","background-color: #0073aa; color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3","@media (max-width:780px)",".rf-hitos__grid{ grid-template-columns:1fr; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3",".rf-badges","display:flex; flex-wrap:wrap; gap:8px; list-style:none; padding:0; margin:0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3",".rf-badge","display:inline-flex; align-items:center; gap:6px; padding:6px 10px; border-radius:999px; font-size:13px; font-weight:70"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3",".rf-badge.gold","background:linear-gradient(180deg,#fff3c4,#ffe083); border-color:#d4af37; color:#3b2e00;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3",".rf-badge.silver","background:linear-gradient(180deg,#f8fafc,#e5e9ef); border-color:#b7bcc4; color:#222a33;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-hitos-cards.css?ver=0.7.3",".rf-badge.bronze","background:linear-gradient(180deg,#ffe1c7,#f2b988); border-color:#b87333; color:#3a1f00;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* Que el enlace se adapte también */ .ranking-player-name-cell a","display: block; /* en vez de -webkit-box */ width: 100%; white-space: normal !important; word-break"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".futbolin-live-search:focus","border-color: #0073aa; box-shadow: 0 0 0 2px rgba(0, 115, 170, 0.25);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* Mensaje sin resultados */ .no-results","padding: 15px; text-align: center; background-color: #fce8e8; border: 1px solid #e5b2b2; color: #d8"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".ranking-top-bar .finals-chip","display: inline-flex; align-items: center; justify-content: center; padding: 10px 14px; border: 1px solid var"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".ranking-top-bar .finals-chip:hover","background: var(--futbolin-bg-card-hover); border-color: var(--futbolin-color-primary); transform: translateY(-2p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".ranking-top-bar .finals-chip.active","background: var(--futbolin-color-primary); border-color: var(--futbolin-color-primary); color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* Ajustes de columnas para pantallas pequeñas */ @media (max-width: 600px)",".ranking-top-bar { grid-template-columns: repeat(auto-fit, minmax(160px, 1fr)); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".futbolin-search-hall-of-fame-container","flex: 1; /* ocupa todo el hueco libre */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","@media (max-width: 600px)",".ranking-top-bar { flex-direction: column; align-items: stretch; } .page-size-form {"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".ranking-controls h2, .ranking-controls .disclaimer","display: block; margin: 0 0 0.5rem 0; /* espacio entre ellos */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".ranking-controls","margin-bottom: 1rem; /* deja aire con la barra */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3",".futbolin-hall-of-fame-wrapper .ranking-table-content .ranking-rows > .ranking-row > .ranking-cell","min-width: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* Nombre en varias líneas sin cortar */ .futbolin-hall-of-fame-wrapper .ranking-player-name-cell, .futbolin-hall-of-fame-wrapper .ranking-player-name-cell a","white-space: normal !important; word-break: break-word; overflow: visible !important; text-overflow: unset !imp"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* Pager del HOF (coherente con ranking) */ #hof-pager .button, #hof-pager-numbers .button","padding: 6px 10px; border: 1px solid #ccc; border-radius: 6px; background: #fff; text-decoration: none; fon"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","#hof-pager-numbers .button.active","background: #0073aa; color: #fff; border-color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","#hof-pager-numbers","display: flex; align-items: center; justify-content: center; gap: 4px; margin-top: 8px; flex-wrap: wrap;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css?ver=0.7.3","/* HOF disabled placeholder */ .futb-hall-of-fame","min-height:1rem"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""elite-plata""]","background:#ecf0f1; color:#4d4d4d; border-color:#d0d7da;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""elite-oro""]","background:#ffeaa7; color:#6d4c00; border-color:#f1d37a;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""elite-bronce""]","background:#f3d1b0; color:#6b3e1e; border-color:#e4b692;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""master-plata""]","background:#ecf0f1; color:#4d4d4d; border-color:#d0d7da;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""master-bronce""]","background:#f3d1b0; color:#6b3e1e; border-color:#e4b692;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".category-pill[data-category=""amateur""]","background:#dfe6e9; color:#2d3436; border-color:#c8d0d4;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Variante SIN categoría: 3 columnas (Pos | Jug | Pts) */ .futbolin-card.no-category .ranking-header, .futbolin-card.no-category .ranking-row","grid-template-columns: 90px 1fr 160px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".futbolin-card.no-category .ranking-player-category","display:none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Bloque especial para Win Rate (se mantiene separado) */ .players-win-rate-ranking .ranking-header, .players-win-rate-ranking .ranking-row","display:grid; grid-template-columns:50px 3fr 1fr 1fr; gap:15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".players-win-rate-ranking .ranking-header","background:var(--futbolin-color-primary); color:#fff; font-weight:700; padding:10px 15px; border-radius:8px 8px 0 0"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".players-win-rate-ranking .ranking-row","padding:10px 15px; border-bottom:1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".players-win-rate-ranking .ranking-header span a","font-size:.9rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Utilidad: placeholder de foto */ .player-photo-placeholder","width:50px; height:50px; background:var(--futbolin-bg-main); border:2px solid var(--futbolin-border-color); border-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Fila completa coloreada (sin cebreado) */ .ranking-row.podium-1","background: var(--podium-gold-bg) !important; border-color: var(--podium-gold-bd) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-2","background: var(--podium-silver-bg) !important; border-color: var(--podium-silver-bd) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-3","background: var(--podium-bronze-bg) !important; border-color: var(--podium-bronze-bd) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Refuerzos de contraste del texto dentro de filas podium */ .ranking-row.podium-1, .ranking-row.podium-2, .ranking-row.podium-3","color: var(--podium-text);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-1 a, .ranking-row.podium-2 a, .ranking-row.podium-3 a","color: inherit;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-1 .pos-cell, .ranking-row.podium-1 .ranking-position, .ranking-row.podium-2 .pos-cell, .ranking-row.podium-2 .ranking-position, .ranking-row.podium-3 .pos-cell, .ranking-row.podium-3 .ranking-position, /* Ajustes para estructuras que meten el número dentro de .badge */ .ranking-row.podium-1 .pos-cell .badge, .ranking-row.podium-1 .ranking-cell.pos .badge","color:#fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-2 .pos-cell .badge, .ranking-row.podium-2 .ranking-cell.pos .badge","color:#fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-3 .pos-cell .badge, .ranking-row.podium-3 .ranking-cell.pos .badge","color:#fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Hover conserva el color (evita que el hover global “aclare” y cree cebreado) */ .ranking-row.podium-1:hover","background: var(--podium-gold-bg) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-2:hover","background: var(--podium-silver-bg) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-3:hover","background: var(--podium-bronze-bg) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3","/* Estrellita junto al número (solo en HOF y resultados de torneos) */ .ranking-row .pos-star","margin-left:6px; font-size:1.1em; line-height:1; display:inline-block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-1 .pos-star","color: var(--podium-gold-bd);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-2 .pos-star","color: var(--podium-silver-bd);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css?ver=0.7.3",".ranking-row.podium-3 .pos-star","color: var(--podium-bronze-bd);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".search-results-dropdown ul","list-style-type: none; padding: 0; margin: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".search-results-dropdown ul li a","display: block; padding: 12px 15px; text-decoration: none; color: var(--futbolin-text-dark); transi"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".search-results-dropdown ul li a:hover","background-color: var(--futbolin-color-primary); color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".search-results-dropdown .no-results","padding: 12px 15px; color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3","/* Auto applied when submit removed */ .rf-search-form, form[data-rf-search]","display: flex; gap: .5rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".rf-search-form input[type=""search""], .rf-search-form input[type=""text""], form[data-rf-search] input[type=""search""], form[data-rf-search] input[type=""text""]","flex: 1 1 auto; width: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css?ver=0.7.3",".rf-search-form button[type=""submit""]","display:none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","/* Spinner por puntos alrededor (si lo usas) */ .futbolin-spinner","--size: 56px; /* diámetro del spinner */ --dot: 8px; /* diámetro de cada punto */ --offset: 6px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3",".futbolin-spinner div","position: absolute; inset: 0; transform: rotate(calc(360deg / var(--n) * var(--i)));"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3",".futbolin-spinner div::before","content: """"; position: absolute; top: 0; left: 50%; width: var(--dot); height: var(--dot); margin-left: cal"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","@keyframes spinDots","to { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","@keyframes dotPulse","0%, 100% { opacity: .25; transform: scale(1); } 50% { opacity: 1; transform: scale(1.6); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","@keyframes textPulse","0%, 100% { opacity: .85; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","@keyframes dotFade","0%, 100% { opacity: .2; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","/* Efecto shimmer interno (sin desplazar el contenedor) */ #futbolin-loader-overlay .futbolin-loader-text.shimmer","background: linear-gradient(90deg, #0f172a 0%, #2c3e50 35%, #0f172a 70%); background-size: 200% 100%; -webkit-"
