stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css","/* Colores específicos para cada categoría */ .category-pill.category-elitegm","background-color: #ffd700; color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".category-pill.category-amateur, .category-pill.category-amater","background-color: #6b7280;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".category-pill.category-rookie","background-color: #dc2626;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css","/* --- NUEVOS ESTILOS PARA LA PANTALLA DE RANKING GENERAL --- */ /* Contenedor principal de los rankings de jugadores */ .players-most-active-ranking, .players-win-rate-ranking","margin-top: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-controls","display: flex; align-items: center; justify-content: flex-end; gap: 10px; margin-bottom: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-controls .page-size-form","display: flex; gap: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-controls .page-size-form button","background-color: #fff; border: 1px solid #ccc; padding: 5px 10px; cursor: pointer; border-rad"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-controls .page-size-form button:hover, .ranking-controls .page-size-form button.active","background-color: #0073aa; color: #fff; border-color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-header a","color: #fff; text-decoration: none; display: flex; align-items: center; gap: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css","/* Si el doble viene de un <select>, elimínale la flecha nativa */ select","appearance: none; -webkit-appearance: none; -moz-appearance: none; background-image: none !important; /* po"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-header .sort-arrow.up","border-bottom: 5px solid #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".ranking-header .sort-arrow.down","border-top: 5px solid #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-most-active-ranking .ranking-row, .players-win-rate-ranking .ranking-row","display: grid; grid-template-columns: 50px 2fr 1fr 1fr 1fr; gap: 15px; align-items: center; pa"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-win-rate-ranking .ranking-header","grid-template-columns: 50px 2fr 1fr 1fr; /* 4 columnas para Pos, Jugador, %Partidas, %Competiciones */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-win-rate-ranking .ranking-row","grid-template-columns: 50px 2fr 1fr 1fr;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css","/* Estilos para el número de posición en los rankings */ .players-most-active-ranking .ranking-position, .players-win-rate-ranking .ranking-position","font-weight: 600; font-size: 1.2em; color: #333;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css","/* Estilos específicos para las primeras 3 posiciones */ .players-most-active-ranking .ranking-position.pos-1, .players-win-rate-ranking .ranking-position.pos-1","color: #ffd700; /* Oro */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-most-active-ranking .ranking-position.pos-2, .players-win-rate-ranking .ranking-position.pos-2","color: #c0c0c0; /* Plata */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-most-active-ranking .ranking-position.pos-3, .players-win-rate-ranking .ranking-position.pos-3","color: #cd7f32; /* Bronce */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-most-active-ranking .player-name a, .players-win-rate-ranking .player-name a","font-weight: 600; color: #0073aa; text-decoration: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".players-most-active-ranking .player-stat, .players-win-rate-ranking .player-stat","text-align: center; font-size: 1em; color: #555;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/20-ranking-category.css",".futbolin-paginacion a:hover","background-color: #0073aa; color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css",".futbolin-maint-card-front","margin: 12px 0; text-align: center; border: 2px dashed #d63638; background: #fff5f5; border-radius: 14px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css",".futbolin-maint-card-front h2","margin: 6px 0 8px 0; color: #b30000; font-weight: 800; letter-spacing: .2px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css",".futbolin-maint-card-front p","margin: 0; color: #444; font-size: 16px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css",".futbolin-maint-card-front .maint-emoji","font-size: 44px; line-height: 1; margin-bottom: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".search-results-dropdown ul","list-style-type: none; padding: 0; margin: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".search-results-dropdown ul li a","display: block; padding: 12px 15px; text-decoration: none; color: var(--futbolin-text-dark); transi"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".search-results-dropdown ul li a:hover","background-color: var(--futbolin-color-primary); color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".search-results-dropdown .no-results","padding: 12px 15px; color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css","/* Auto applied when submit removed */ .rf-search-form, form[data-rf-search]","display: flex; gap: .5rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".rf-search-form input[type=""search""], .rf-search-form input[type=""text""], form[data-rf-search] input[type=""search""], form[data-rf-search] input[type=""text""]","flex: 1 1 auto; width: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/11-ajax-search.css",".rf-search-form button[type=""submit""]","display:none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css","/* --- 2. ESTILOS PARA COMPONENTES ESPECÍFICOS ------------------------------------------------------------------- */ /* Estilos dinámicos del Header del Perfil de Jugador */ .futbolin-main-header.header-gm","background: var(--color-cat-gm);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-elite","background: var(--color-cat-elite);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-master","background: var(--color-cat-master);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-amateur, .futbolin-main-header.header-amater","background: var(--color-cat-amateur);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-rookie","background: var(--color-cat-rookie);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css","/* CORRECCIÓN: Hacemos el texto del H1 visible sobre los degradados */ .futbolin-main-header[class*=""header-""] .header-text h1","color: #fff; text-shadow: 0 2px 4px rgba(0, 0, 0, 0.5);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-gm .header-text h1, .futbolin-main-header.header-elite .header-text h1","color: #3b300f; /* Texto oscuro para fondos muy claros como oro/plata */ text-shadow: -1px -1px 0 r"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css","/* Insignia de Gran Maestro (GM) */ .gm-badge-wrapper","position: relative; z-index: 2; margin-bottom: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".gm-badge","display: inline-block; padding: 4px 10px; background: #111; color: #ffd700; font-weight: bo"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css","/* Ribete dorado animado para GM (solo en Dobles) */ .futbolin-main-header.header-gm","position: relative; overflow: hidden;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css",".futbolin-main-header.header-gm::before","content: ''; position: absolute; top: -50%; left: -50%; width: 200%; height: 200%; backgroun"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/02-components.css","@keyframes rotate","100% { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css","/* Botón del plugin: estilo azul claro y transiciones; posición fijada vía JS para ""pegarlo"" al contenedor */ .futbolin-backtotop","position: fixed !important; bottom: 24px !important; left: auto !important; /* JS establecerá left dinámico */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css",".futbolin-backtotop:hover","filter: brightness(0.98);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css",".futbolin-backtotop.is-visible","opacity:1; visibility:visible; transform:translateY(0);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css",".futbolin-layout-container.with-sidebar .futbolin-main-content > .futbolin-card:first-of-type","margin-top:0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/01-variables.css","/* --- 1. CONFIGURACIÓN GLOBAL Y VARIABLES ------------------------------------------------------------------- */ @import url('https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700&display=swap'); :root","/* Tipografía */ --futbolin-font-family-base: 'Inter', 'Segoe UI', 'Helvetica Neue', Arial, sans-serif;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css","/* Estilo general para todas las listas de estadísticas dentro del perfil */ .futbolin-tab-content .stats-list","list-style: none; /* Quita los puntos de las listas */ padding: 0; margin: 0; font-size: 1.1em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css",".futbolin-tab-content .stats-list li","display: flex; justify-content: space-between; align-items: center; padding: 15px 10px; border-bott"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css",".futbolin-tab-content .stats-list li:last-child","border-bottom: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css",".futbolin-tab-content .stats-list li strong","color: var(--futbolin-text-dark); font-weight: 600;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css",".futbolin-tab-content .stats-list .value","font-weight: 500; color: var(--futbolin-text-muted); text-align: right;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css","/* Contenedor de las ""píldoras"" de estadísticas en la pestaña Perfil */ #tab-general .player-career-stats","display: grid; grid-template-columns: repeat(auto-fit, minmax(150px, 1fr)); gap: 15px; padding-top: 10p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css","/* 9. HEAD TO HEAD (H2H) ------------------------------------------------------------------- */ .h2h-player-search .player-selected-name","color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".player-avatar","width: 100px; height: 100px; background-color: var(--futbolin-bg-main); border-radius: 50%; border"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".player-avatar.player-1","border-color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".player-avatar.player-2","border-color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".score-ring","width: 180px; height: 180px; border: 5px solid var(--futbolin-border-color); border-radius: 50%; di"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".score-number.player-1-color","color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".score-number.player-2-color","color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".stat-row","display: grid; grid-template-columns: 1fr auto 1fr; gap: 20px; padding: 15px 0; align-items: c"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".stat-row:last-child","border-bottom: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".stat-row.highlighted","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".h2h-breakdown-table","width: 100%; border-collapse: collapse; margin-top: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".h2h-breakdown-table th","border-bottom: 2px solid var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".h2h-breakdown-table td","border-bottom: 1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".h2h-breakdown-table tr.winner-p1","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/09-h2h.css",".h2h-breakdown-table tr.winner-p2","background-color: rgba(245, 158, 11, 0.1);"
